Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
7,Health + Services + Problems,49,38,358,そう,そう,sou,"yes; appears, to be the case",Adverb,,Adverb,Greetings/Responses,Core open list,Modifies verbs/adjectives/sentences,49928,80,0.14648794,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,そう,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adv,Health/service/problem anchor
7,Health + Services + Problems,50,342,370,それでは,それでは,soredewa,"in that situation, well then...",Expression,,Fixed expression,Greetings/Responses,Core open list,Phrase-like expression,3597,1100,0.01055354,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,それでは,exp,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: exp,Health/service/problem anchor
7,Health + Services + Problems,51,42,374,大丈夫,だいじょうぶ,daijoubu,It's ok (all right); No need to worry; Everything is under control,Adjective,,na-adjective,Greetings/Responses,Core open list,Can take な before nouns / also noun-like / adverbial use,44199,90,0.12967915,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大丈夫,"adj-na,adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,adv,n",Health/service/problem anchor
7,Health + Services + Problems,52,399,410,丁度,ちょうど,choudo,"just, right, exactly",Adjective,,na-adjective,Greetings/Responses,Core open list,Can take な before nouns / also noun-like / adverbial use,2462,1525,0.00722347,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,ちょうど,"adj-na,adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,adv,n",Health/service/problem anchor
7,Health + Services + Problems,53,53,433,では,では,dewa,"then, well, so",Conjunction,,Conjunction,Greetings/Responses,Core open list,Connects clauses or discourse,34049,119,0.09989921,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,では,"conj,int",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: conj,int",Health/service/problem anchor
7,Health + Services + Problems,54,211,660,もしもし,もしもし,moshimoshi,Hello? (used on the phone),Interjection,,Interjection,Greetings/Responses,Core open list,Greeting/filler/response word,8088,534,0.02373006,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,もしもし,int,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,55,22,747,あ,あ,a,"Ah!, Oh!",Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,79737,49,0.23394707,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,あ,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,56,363,748,あのう,あのう,anou,"Excuse me; well, let me see",Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,3158,1223,0.00926552,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,あのう,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,57,322,751,いただきます,いただきます,itadakimasu,said before eating; let’s eat,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Meal greeting,,,0.0118,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,いただきます,Fallback: no subtitle-corpus match for selected candidates,5.07,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,58,359,752,いってきます,いってきます,ittekimasu,I’m leaving,Expression,,Fixed expression,Greetings/Responses,Supplemental N5 buffer,Phrase-like expression,3247,1186,0.00952665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いってきます,exp,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: exp,Health/service/problem anchor
7,Health + Services + Problems,59,320,753,いらっしゃいませ,いらっしゃいませ,irasshaimase,Welcome; may I help you?,Expression,,Fixed expression,Greetings/Responses,Supplemental N5 buffer,Phrase-like expression,4038,980,0.01184743,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いらっしゃいませ,exp,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: exp,Health/service/problem anchor
7,Health + Services + Problems,60,348,754,うーん,うーん,uun,Well; let me see,Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,3485,1116,0.01022493,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,うーん,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,61,76,755,え,え,e,Oh!,Interjection,,Exclamation,Greetings/Responses,Supplemental N5 buffer,Interjection,,,0.0794,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,え,Fallback: no subtitle-corpus match for selected candidates,5.9,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,62,525,756,えー,えー,ee,Well; let me see,Interjection,,Filler/interjection,Greetings/Responses,Supplemental N5 buffer,Conversational filler,,,0.00363,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,えー,Fallback: no subtitle-corpus match for selected candidates,4.56,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,63,18,757,えっ,えっ,e,Oh!; huh?,Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,90936,41,0.26680475,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,えっ,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,64,345,758,お元気で,おげんきで,ogenkide,Take care,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Greeting/farewell,,,0.0104,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,お元気で,Fallback: no subtitle-corpus match for selected candidates,5.02,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,65,697,761,おやすみなさい,おやすみなさい,oyasuminasai,Good night,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Greeting phrase,,,0.000759,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,おやすみなさい,Fallback: no subtitle-corpus match for selected candidates,3.88,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,66,751,762,ごちそうさまでした,ごちそうさまでした,gochisousamadeshita,Thank you for the meal,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Meal greeting,,,0.0003,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,ごちそうさまでした,Fallback: no subtitle-corpus match for selected candidates,3.48,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,67,469,763,こちらこそ,こちらこそ,kochirakoso,Likewise; same here,Expression,,Fixed expression,Greetings/Responses,Supplemental N5 buffer,Phrase-like expression,1673,2120,0.00490855,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,こちらこそ,exp,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: exp,Health/service/problem anchor
7,Health + Services + Problems,68,796,764,ごめんください,ごめんください,gomenkudasai,Hello; may I come in?,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Greeting/entry phrase,,,6.31e-06,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,ごめんください,Fallback: no subtitle-corpus match for selected candidates,1.8,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,69,417,769,失礼しました,しつれいしました,shitsureishimashita,I am sorry; excuse me for being rude,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Apology/excuse phrase,,,0.00652,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,失礼しました,Fallback: no subtitle-corpus match for selected candidates,4.81,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,70,196,772,そうしましょう,そうしましょう,soushimashou,Let’s do that,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Volitional phrase,,,0.0255,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,そうしましょう,Fallback: no subtitle-corpus match for selected candidates,5.41,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,71,104,773,そうです,そうです,soudesu,That’s right,Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,19753,210,0.05795498,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,そうです,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,72,39,774,そうですか,そうですか,soudesuka,I see; is that so?,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Conversational phrase,,,0.138,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,そうですか,Fallback: no subtitle-corpus match for selected candidates,6.14,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,73,243,775,そうですね,そうですね,soudesune,Right; well...,Expression,,Fixed expression,Greetings/Responses,Supplemental N5 buffer,Phrase-like expression,6000,684,0.0176039,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,そうですね,exp,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: exp,Health/service/problem anchor
7,Health + Services + Problems,74,221,776,ただいま,ただいま,tadaima,I’m home; I’m back,Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,7351,576,0.02156771,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ただいま,"int,exp",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: int,exp",Health/service/problem anchor
7,Health + Services + Problems,75,54,777,では、また,では、また,"dewa, mata","Well then, see you again",Conjunction,,Conjunction,Greetings/Responses,Supplemental N5 buffer,Connects clauses or discourse,34049,119,0.09989921,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,では,"conj,int",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: conj,int",Health/service/problem anchor
7,Health + Services + Problems,76,678,778,どういたしまして,どういたしまして,douitashimashite,You’re welcome,Interjection,,Interjection,Greetings/Responses,Supplemental N5 buffer,Greeting/filler/response word,351,7459,0.00102983,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どういたしまして,int,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: int,Health/service/problem anchor
7,Health + Services + Problems,77,512,779,どうもありがとう,どうもありがとう,doumoarigatou,Thanks a lot,Expression,,Fixed phrase,Greetings/Responses,Supplemental N5 buffer,Thank-you phrase,,,0.00393,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,どうもありがとう,Fallback: no subtitle-corpus match for selected candidates,4.59,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,78,251,307,閉まる,しまる,shimaru,"to close, to be closed",Verb,Godan (-ru ending),Main verb,Core Verbs/Actions,Core open list,Intransitive,5705,712,0.01673838,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,閉まる,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Health/service/problem anchor
7,Health + Services + Problems,79,257,795,電話する,でんわする,denwasuru,to call by phone,Verb,Suru verb,Verbal noun + する,Core Verbs/Actions,Supplemental N5 buffer,,,,0.0158,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,電話する,Fallback: no subtitle-corpus match for selected candidates,5.2,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,80,569,33,浴びる,あびる,abiru,"to bathe, to shower",Verb,Ichidan,Main verb,Misc/Bridge,Core open list,Transitive,918,3449,0.0026934,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,浴びる,"v1,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vt",Health/service/problem anchor
7,Health + Services + Problems,81,315,34,危ない,あぶない,abunai,"dangerous, critical",Adjective,,i-adjective,Misc/Bridge,Core open list,Conjugates directly; dictionary form ends in い,4173,948,0.01224351,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,危ない,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Health/service/problem anchor
7,Health + Services + Problems,82,70,304,死ぬ,しぬ,shinu,to die,Verb,Godan (-nu ending),Main verb,Misc/Bridge,Core open list,Intransitive,29649,145,0.08698969,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,死ぬ,"v5n,vn,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5n,vn,vi",Health/service/problem anchor
7,Health + Services + Problems,83,619,313,シャワー,シャワー,shawaa,shower,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,632,4644,0.00185428,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,シャワー,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,84,788,348,石鹸,せっけん,sekken,soap,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,8,58621,2.347e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,石鹸,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,85,660,390,たばこ,たばこ,tabako,"tobacco, cigarettes",Noun,,Common noun,Misc/Bridge,Core open list,Special reading/orthography tag in source,424,6391,0.00124401,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,たばこ,gikun,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: gikun,Health/service/problem anchor
7,Health + Services + Problems,86,613,398,段々,だんだん,dandan,"gradually, by degrees",Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,653,4522,0.00191589,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,だんだん,"n,adv-to,adv",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adv-to,adv",Health/service/problem anchor
7,Health + Services + Problems,87,47,436,出る,でる,deru,"to appear, to leave",Verb,Ichidan,Main verb,Misc/Bridge,Core open list,Intransitive,37524,110,0.11009481,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,出る,"v1,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vi",Health/service/problem anchor
7,Health + Services + Problems,88,153,441,電話,でんわ,denwa,a telephone,Noun,Can form する verb,no-adjective noun / Suru-verbal noun,Misc/Bridge,Core open list,Can combine with する,12456,350,0.0365457,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,電話,"n,vs,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,vs,adj-no",Health/service/problem anchor
7,Health + Services + Problems,89,597,517,歯,は,ha,tooth,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,740,4098,0.00217115,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,歯,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,90,750,521,灰皿,はいざら,haizara,ashtray,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,103,17394,0.0003022,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,灰皿,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,91,701,553,ハンカチ,ハンカチ,hankachi,handkerchief,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,242,9804,0.00071002,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ハンカチ,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,92,700,629,まっすぐ,まっすぐ,massugu,"straight (ahead), direct",Adverb,,Manner adverb / na-adjective,Misc/Bridge,Core open list,Adverbial adjectival noun,,,0.000724,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,まっすぐ,Fallback: no subtitle-corpus match for selected candidates,3.86,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,93,707,630,マッチ,マッチ,macchi,match,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,231,10139,0.00067775,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,マッチ,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,94,625,635,磨く,みがく,migaku,to brush (teeth); to polish,Verb,Godan (-ku ending),Main verb,Misc/Bridge,Core open list,Transitive,588,4927,0.00172518,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,磨く,"v5k,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5k,vt",Health/service/problem anchor
7,Health + Services + Problems,95,136,649,みんな,みんな,minna,"all, everyone, everybody",Pronoun,,Indefinite pronoun,Misc/Bridge,Core open list,People/general pronoun,,,0.0417,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,みんな,Fallback: no subtitle-corpus match for selected candidates,5.62,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Health/service/problem anchor
7,Health + Services + Problems,96,366,789,携帯電話,けいたいでんわ,keitaidenwa,mobile phone,Noun,,no-adjective noun,Misc/Bridge,Supplemental N5 buffer,Noun-like word,3036,1260,0.00890757,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,携帯電話,"n,adj-no",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: n,adj-no",Health/service/problem anchor
7,Health + Services + Problems,97,644,534,二十歳,はたち,hatachi,20 years old,Noun,,Common noun,Numbers/Counters,Core open list,Noun-like word,509,5563,0.0014934,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,二十歳,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,98,504,657,眼鏡,めがね,megane,eye glasses,Noun,,Common noun,Home/Objects,Core open list,Noun-like word,1409,2437,0.00413398,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,眼鏡,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Health/service/problem anchor
7,Health + Services + Problems,99,242,543,早い,はやい,hayai,early,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,6077,678,0.01782982,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,早い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Health/service/problem anchor
7,Health + Services + Problems,100,549,695,来年,らいねん,rainen,next year,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,1039,3094,0.00304841,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,来年,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Health/service/problem anchor
8,Full N5 Integration + Glue,1,106,413,使う,つかう,tsukau,to use,Verb,Godan (-u ending),Main verb,Core Verbs/Actions,Core open list,Transitive,19284,218,0.05657894,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,使う,"v5u,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5u,vt",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,2,142,430,できる,できる,dekiru,to be able to (to accomplish),Verb,Ichidan,Main verb,Core Verbs/Actions,Core open list,Intransitive,13368,320,0.0392215,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,できる,"v1,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vi",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,3,515,492,並ぶ,ならぶ,narabu,"to line up, to stand in a line (v.i.)",Verb,Godan (-bu ending),Main verb,Core Verbs/Actions,Core open list,Intransitive,1320,2564,0.00387286,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,並ぶ,"v5b,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5b,vi",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,4,582,548,晴れる,はれる,hareru,to be sunny,Verb,Ichidan,Main verb,Core Verbs/Actions,Core open list,Intransitive,840,3721,0.00246455,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,晴れる,"v1,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vi",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,5,112,605,欲しい,ほしい,hoshii,"to want, in need of",Adjective,,i-adjective,Core Verbs/Actions,Core open list,Conjugates directly; dictionary form ends in い,18844,226,0.05528799,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,欲しい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,6,45,628,待つ,まつ,matsu,to wait,Verb,Godan (-tsu ending),Main verb,Core Verbs/Actions,Core open list,Transitive / Intransitive,42364,95,0.12429529,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,待つ,"v5t,vt,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5t,vt,vi",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,7,19,712,分かる,わかる,wakaru,to understand,Verb,Godan (-ru ending),Main verb,Core Verbs/Actions,Core open list,Intransitive,87726,43,0.25738666,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,分かる,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,8,154,713,忘れる,わすれる,wasureru,to forget,Verb,Ichidan,Main verb,Core Verbs/Actions,Core open list,Transitive,12442,351,0.03650463,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,忘れる,"v1,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vt",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,9,574,731,メモする,メモする,memosuru,to make a note,Verb,Suru verb,Verbal noun + する,Core Verbs/Actions,Supplemental N5 buffer,,,,0.00262,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,メモする,Fallback: no subtitle-corpus match for selected candidates,4.42,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,10,683,787,作り方,つくりかた,tsukurikata,how to make,Noun,,Common noun,Core Verbs/Actions,Supplemental N5 buffer,Noun-like word,328,7851,0.00096235,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,作り方,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,11,401,400,小さな,ちいさな,chiisana,"small, little",Adjective,,pre-noun adjective,Adjectives/Adverbs/Abstract,Core open list,Used directly before nouns,2456,1528,0.00720586,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,小さな,adj-pn,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-pn,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,12,56,626,まだ,まだ,mada,"yet, still, besides",Adverb,,Adverb,Adjectives/Adverbs/Abstract,Core open list,Yet/still; modifies a sentence or verb phrase,33448,121,0.09813589,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,まだ,"adj-na,adv",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override from N5 usage,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,13,791,650,六日,むいか,muika,six days; sixth day of month,Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,4,72007,1.174e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,六日,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,14,689,659,木曜日,もくようび,mokuyoubi,Thursday,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,285,8710,0.00083619,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,木曜日,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,15,452,671,休み,やすみ,yasumi,holiday; day off; absence,Noun,,Common noun,Time/Calendar,Core open list,Noun from verb stem,,,0.00537,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,休み,Fallback: no subtitle-corpus match for selected candidates,4.73,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Full-N5 glue or remaining integration item
8,Full N5 Integration + Glue,16,280,672,休む,やすむ,yasumu,"to rest, to have a break, to get time off",Verb,Godan (-mu ending),Main verb,Time/Calendar,Core open list,Intransitive,4968,802,0.01457603,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,休む,"v5m,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5m,vi",Full-N5 glue or remaining integration item
